goals,group_id,group_name,group_order_id,icon_url_team1,icon_url_team2,id_team1,id_team2,last_update,league_id,league_name,league_saison,league_shortcut,location,match_date_time,match_date_time_utc,match_id,match_is_finished,match_results,name_team1,name_team2,number_of_viewers,points_team1,points_team2,time_zone_id
"{u'goal': {u'goal_own_goal': False, u'goal_mach_id': u'5319', u'goal_match_minute': u'30', u'goal_comment': None, u'goal_getter_name': u'Petric', u'goal_overtime': False, u'goal_id': u'874', u'goal_getter_id': u'37', u'goal_penalty': False, u'goal_score_team2': u'0', u'goal_score_team1': u'1'}}",239,5. Spieltag,5,http://www.openligadb.de/images/teamicons/1_FC_Nuernberg.gif,http://www.openligadb.de/images/teamicons/Bor_Moenchengladbach.gif,79,87,2009-09-13T11:00:26+00:00,71,1. Fussball-Bundesliga 2009/2010,2009,bl1,"{u'location_city': u'N\xfcrnberg', u'location_stadium': u'easyCredit Stadion', u'location_id': u'21'}",2009-09-12T15:30:00+00:00,2009-09-12T13:30:00+00:00,5319,True,"{u'match_result': [{u'points_team1': u'1', u'points_team2': u'0', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Endergebnis', u'result_order_id': u'1'}, {u'points_team1': u'1', u'points_team2': u'0', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Halbzeitergebnis', u'result_order_id': u'2'}]}",1. FC Nürnberg,Borussia Mönchengladbach,57000.0,1,0,W. Europe Standard Time
"{u'goal': [{u'goal_own_goal': False, u'goal_mach_id': u'5312', u'goal_match_minute': u'30', u'goal_comment': None, u'goal_getter_name': u'Petric', u'goal_overtime': False, u'goal_id': u'849', u'goal_getter_id': u'37', u'goal_penalty': False, u'goal_score_team2': u'0', u'goal_score_team1': u'1'}, {u'goal_own_goal': False, u'goal_mach_id': u'5312', u'goal_match_minute': u'58', u'goal_comment': None, u'goal_getter_name': u'Elia', u'goal_overtime': False, u'goal_id': u'851', u'goal_getter_id': u'308', u'goal_penalty': False, u'goal_score_team2': u'0', u'goal_score_team1': u'2'}, {u'goal_own_goal': False, u'goal_mach_id': u'5312', u'goal_match_minute': u'62', u'goal_comment': None, u'goal_getter_name': u'Progrebnyak', u'goal_overtime': False, u'goal_id': u'853', u'goal_getter_id': u'510', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'2'}, {u'goal_own_goal': False, u'goal_mach_id': u'5312', u'goal_match_minute': u'90', u'goal_comment': None, u'goal_getter_name': u'Ze Roberto', u'goal_overtime': True, u'goal_id': u'854', u'goal_getter_id': u'42', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'3'}]}",239,5. Spieltag,5,http://www.openligadb.de/images/teamicons/Hamburger_SV.gif,http://www.openligadb.de/images/teamicons/VfB_Stuttgart.gif,100,16,2009-09-13T11:01:43+00:00,71,1. Fussball-Bundesliga 2009/2010,2009,bl1,"{u'location_city': u'Hamburg', u'location_stadium': u'HSH Nordbank Arena ', u'location_id': u'27'}",2009-09-12T18:30:00+00:00,2009-09-12T16:30:00+00:00,5312,True,"{u'match_result': [{u'points_team1': u'3', u'points_team2': u'1', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Endergebnis', u'result_order_id': u'1'}, {u'points_team1': u'1', u'points_team2': u'0', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Halbzeitergebnis', u'result_order_id': u'2'}]}",Hamburger SV,VfB Stuttgart,0.0,3,1,W. Europe Standard Time
,239,5. Spieltag,5,http://www.openligadb.de/images/teamicons/werder_bremen.gif,http://www.openligadb.de/images/teamicons/Hannover_96.gif,134,55,2009-09-13T20:46:14+00:00,71,1. Fussball-Bundesliga 2009/2010,2009,bl1,"{u'location_city': u'Bremen', u'location_stadium': u'Weserstadion', u'location_id': u'36'}",2009-09-13T15:30:00+00:00,2009-09-13T13:30:00+00:00,5315,True,"{u'match_result': [{u'points_team1': u'0', u'points_team2': u'0', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Endergebnis', u'result_order_id': u'1'}, {u'points_team1': u'0', u'points_team2': u'0', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Halbzeitergebnis', u'result_order_id': u'2'}]}",Werder Bremen,Hannover 96,34000.0,0,0,W. Europe Standard Time
"{u'goal': [{u'goal_own_goal': False, u'goal_mach_id': u'5316', u'goal_match_minute': u'2', u'goal_comment': None, u'goal_getter_name': u'Farfan', u'goal_overtime': False, u'goal_id': u'919', u'goal_getter_id': u'256', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'0'}, {u'goal_own_goal': False, u'goal_mach_id': u'5316', u'goal_match_minute': u'6', u'goal_comment': None, u'goal_getter_name': u'Podolski', u'goal_overtime': False, u'goal_id': u'920', u'goal_getter_id': u'98', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'1'}, {u'goal_own_goal': False, u'goal_mach_id': u'5316', u'goal_match_minute': u'46', u'goal_comment': None, u'goal_getter_name': u'Kobiashvili', u'goal_overtime': False, u'goal_id': u'921', u'goal_getter_id': u'538', u'goal_penalty': False, u'goal_score_team2': u'2', u'goal_score_team1': u'1'}]}",239,5. Spieltag,5,http://www.openligadb.de/images/teamicons/1_FC_Koeln.gif,http://www.openligadb.de/images/teamicons/FC_Schalke_04.gif,65,9,2009-09-13T19:51:17+00:00,71,1. Fussball-Bundesliga 2009/2010,2009,bl1,"{u'location_city': u'K\xf6ln', u'location_stadium': u'Rhein Energie Stadion ', u'location_id': u'31'}",2009-09-13T17:30:00+00:00,2009-09-13T15:30:00+00:00,5316,True,"{u'match_result': [{u'points_team1': u'1', u'points_team2': u'2', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Endergebnis', u'result_order_id': u'1'}, {u'points_team1': u'1', u'points_team2': u'1', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Halbzeitergebnis', u'result_order_id': u'2'}]}",1. FC Köln,FC Schalke 04,50000.0,1,2,W. Europe Standard Time
"{u'goal': [{u'goal_own_goal': False, u'goal_mach_id': u'5323', u'goal_match_minute': u'55', u'goal_comment': u'Vorlage: Misimovic', u'goal_getter_name': u'Dzeko', u'goal_overtime': False, u'goal_id': u'1099', u'goal_getter_id': u'74', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'0'}, {u'goal_own_goal': False, u'goal_mach_id': u'5323', u'goal_match_minute': u'79', u'goal_comment': u'Vorlage: Kenia', u'goal_getter_name': u'H\xf6wedes', u'goal_overtime': False, u'goal_id': u'1105', u'goal_getter_id': u'102', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'1'}, {u'goal_own_goal': False, u'goal_mach_id': u'5323', u'goal_match_minute': u'81', u'goal_comment': u'Vorlage: Hasebe', u'goal_getter_name': u'Dzeko', u'goal_overtime': False, u'goal_id': u'1106', u'goal_getter_id': u'74', u'goal_penalty': False, u'goal_score_team2': u'2', u'goal_score_team1': u'1'}]}",240,6. Spieltag,6,http://www.openligadb.de/images/teamicons/FC_Schalke_04.gif,http://www.openligadb.de/images/teamicons/VfL_Wolfsburg.gif,9,131,2009-09-20T19:19:03+00:00,71,1. Fussball-Bundesliga 2009/2010,2009,bl1,"{u'location_city': u'Gelsenkirchen', u'location_stadium': u'Veltins Arena', u'location_id': u'33'}",2009-09-18T20:30:00+00:00,2009-09-18T18:30:00+00:00,5323,True,"{u'match_result': [{u'points_team1': u'1', u'points_team2': u'2', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Endergebnis', u'result_order_id': u'1'}, {u'points_team1': u'0', u'points_team2': u'0', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Halbzeitergebnis', u'result_order_id': u'2'}]}",FC Schalke 04,VfL Wolfsburg,60365.0,1,2,W. Europe Standard Time
"{u'goal': [{u'goal_own_goal': False, u'goal_mach_id': u'5320', u'goal_match_minute': u'55', u'goal_comment': u'Vorlage: M\xfcller', u'goal_getter_name': u'Olic', u'goal_overtime': False, u'goal_id': u'1128', u'goal_getter_id': u'116', u'goal_penalty': False, u'goal_score_team2': u'0', u'goal_score_team1': u'1'}, {u'goal_own_goal': False, u'goal_mach_id': u'5320', u'goal_match_minute': u'73', u'goal_comment': u'Vorlage: G\xfcndogan', u'goal_getter_name': u'Choupo-Moting', u'goal_overtime': False, u'goal_id': u'1131', u'goal_getter_id': u'657', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'1'}, {u'goal_own_goal': False, u'goal_mach_id': u'5320', u'goal_match_minute': u'82', u'goal_comment': u'Vorlage: Robben', u'goal_getter_name': u'van Buyten', u'goal_overtime': False, u'goal_id': u'1132', u'goal_getter_id': u'658', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'2'}]}",240,6. Spieltag,6,http://www.openligadb.de/images/teamicons/Bayern_Muenchen.gif,http://www.openligadb.de/images/teamicons/1_FC_Nuernberg.gif,40,79,2009-09-20T19:19:03+00:00,71,1. Fussball-Bundesliga 2009/2010,2009,bl1,"{u'location_city': u'M\xfcnchen', u'location_stadium': u'Allianz Arena', u'location_id': u'34'}",2009-09-19T15:30:00+00:00,2009-09-19T13:30:00+00:00,5320,True,"{u'match_result': [{u'points_team1': u'2', u'points_team2': u'1', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Endergebnis', u'result_order_id': u'1'}, {u'points_team1': u'0', u'points_team2': u'0', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Halbzeitergebnis', u'result_order_id': u'2'}]}",FC Bayern München,1. FC Nürnberg,69000.0,2,1,W. Europe Standard Time
"{u'goal': [{u'goal_own_goal': False, u'goal_mach_id': u'5321', u'goal_match_minute': u'25', u'goal_comment': u'Vorlage: Ehret', u'goal_getter_name': u'Freis', u'goal_overtime': False, u'goal_id': u'1117', u'goal_getter_id': u'653', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'0'}, {u'goal_own_goal': False, u'goal_mach_id': u'5321', u'goal_match_minute': u'89', u'goal_comment': None, u'goal_getter_name': u'Sanou', u'goal_overtime': False, u'goal_id': u'1134', u'goal_getter_id': u'97', u'goal_penalty': False, u'goal_score_team2': u'2', u'goal_score_team1': u'0'}]}",240,6. Spieltag,6,http://www.openligadb.de/images/teamicons/VfB_Stuttgart.gif,http://www.openligadb.de/images/teamicons/1_FC_Koeln.gif,16,65,2009-09-20T19:19:03+00:00,71,1. Fussball-Bundesliga 2009/2010,2009,bl1,"{u'location_city': u'Stuttgart', u'location_stadium': u'Mercedes Benz Arena ', u'location_id': u'37'}",2009-09-19T15:30:00+00:00,2009-09-19T13:30:00+00:00,5321,True,"{u'match_result': [{u'points_team1': u'0', u'points_team2': u'2', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Endergebnis', u'result_order_id': u'1'}, {u'points_team1': u'0', u'points_team2': u'1', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Halbzeitergebnis', u'result_order_id': u'2'}]}",VfB Stuttgart,1. FC Köln,41000.0,0,2,W. Europe Standard Time
"{u'goal': [{u'goal_own_goal': False, u'goal_mach_id': u'5325', u'goal_match_minute': u'45', u'goal_comment': u'Vorlage: Owomoyela', u'goal_getter_name': u'Sahin', u'goal_overtime': False, u'goal_id': u'1123', u'goal_getter_id': u'85', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'0'}, {u'goal_own_goal': False, u'goal_mach_id': u'5325', u'goal_match_minute': u'48', u'goal_comment': u'Vorlage: Bruggink', u'goal_getter_name': u'Ya Konan', u'goal_overtime': False, u'goal_id': u'1125', u'goal_getter_id': u'654', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'1'}]}",240,6. Spieltag,6,http://www.openligadb.de/images/teamicons/Hannover_96.gif,http://www.openligadb.de/images/teamicons/Borussia_Dortmund.gif,55,7,2009-09-20T19:19:03+00:00,71,1. Fussball-Bundesliga 2009/2010,2009,bl1,"{u'location_city': u'Hannover', u'location_stadium': u'AWD Arena', u'location_id': u'29'}",2009-09-19T15:30:00+00:00,2009-09-19T13:30:00+00:00,5325,True,"{u'match_result': [{u'points_team1': u'1', u'points_team2': u'1', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Endergebnis', u'result_order_id': u'1'}, {u'points_team1': u'0', u'points_team2': u'1', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Halbzeitergebnis', u'result_order_id': u'2'}]}",Hannover 96,Borussia Dortmund,43754.0,1,1,W. Europe Standard Time
"{u'goal': [{u'goal_own_goal': False, u'goal_mach_id': u'5327', u'goal_match_minute': u'7', u'goal_comment': u'Vorlage: Yahia', u'goal_getter_name': u'Azaouagh', u'goal_overtime': False, u'goal_id': u'1111', u'goal_getter_id': u'124', u'goal_penalty': False, u'goal_score_team2': u'0', u'goal_score_team1': u'1'}, {u'goal_own_goal': False, u'goal_mach_id': u'5327', u'goal_match_minute': u'45', u'goal_comment': u'Vorlage: F. Heller', u'goal_getter_name': u'Ivanschitz', u'goal_overtime': False, u'goal_id': u'1119', u'goal_getter_id': u'277', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'1'}, {u'goal_own_goal': False, u'goal_mach_id': u'5327', u'goal_match_minute': u'45', u'goal_comment': u'Nachspielzeit, Vorlage: Yahia', u'goal_getter_name': u'Klimowicz', u'goal_overtime': False, u'goal_id': u'1124', u'goal_getter_id': u'373', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'2'}, {u'goal_own_goal': False, u'goal_mach_id': u'5327', u'goal_match_minute': u'52', u'goal_comment': u'Vorlage: Ivanschitz', u'goal_getter_name': u'Sch\xfcrrle', u'goal_overtime': False, u'goal_id': u'1127', u'goal_getter_id': u'656', u'goal_penalty': False, u'goal_score_team2': u'2', u'goal_score_team1': u'2'}, {u'goal_own_goal': False, u'goal_mach_id': u'5327', u'goal_match_minute': u'71', u'goal_comment': u'Vorlage: L\xf6w', u'goal_getter_name': u'Sch\xfcrrle', u'goal_overtime': False, u'goal_id': u'1129', u'goal_getter_id': u'656', u'goal_penalty': False, u'goal_score_team2': u'3', u'goal_score_team1': u'2'}]}",240,6. Spieltag,6,http://www.openligadb.de/images/teamicons/VfL_Bochum.gif,http://www.openligadb.de/images/teamicons/1_FSV_Mainz_05.gif,129,81,2009-09-20T19:19:03+00:00,71,1. Fussball-Bundesliga 2009/2010,2009,bl1,"{u'location_city': u'Bochum', u'location_stadium': u'rewirpower Stadion', u'location_id': u'25'}",2009-09-19T15:30:00+00:00,2009-09-19T13:30:00+00:00,5327,True,"{u'match_result': [{u'points_team1': u'2', u'points_team2': u'3', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Endergebnis', u'result_order_id': u'1'}, {u'points_team1': u'2', u'points_team2': u'1', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Halbzeitergebnis', u'result_order_id': u'2'}]}",VfL Bochum,1. FSV Mainz 05,16225.0,2,3,W. Europe Standard Time
"{u'goal': [{u'goal_own_goal': False, u'goal_mach_id': u'5328', u'goal_match_minute': u'10', u'goal_comment': u'Vorlage: Bobadilla', u'goal_getter_name': u'Arango', u'goal_overtime': False, u'goal_id': u'1112', u'goal_getter_id': u'90', u'goal_penalty': False, u'goal_score_team2': u'0', u'goal_score_team1': u'1'}, {u'goal_own_goal': False, u'goal_mach_id': u'5328', u'goal_match_minute': u'17', u'goal_comment': u'Vorlage: Bobadilla', u'goal_getter_name': u'Colautti', u'goal_overtime': False, u'goal_id': u'1114', u'goal_getter_id': u'91', u'goal_penalty': False, u'goal_score_team2': u'0', u'goal_score_team1': u'2'}, {u'goal_own_goal': False, u'goal_mach_id': u'5328', u'goal_match_minute': u'21', u'goal_comment': u'Freistoss', u'goal_getter_name': u'Salihovic', u'goal_overtime': False, u'goal_id': u'1115', u'goal_getter_id': u'651', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'2'}, {u'goal_own_goal': False, u'goal_mach_id': u'5328', u'goal_match_minute': u'86', u'goal_comment': u'Vorlage: Salihovic', u'goal_getter_name': u'Maicosuel', u'goal_overtime': False, u'goal_id': u'1133', u'goal_getter_id': u'659', u'goal_penalty': False, u'goal_score_team2': u'2', u'goal_score_team1': u'2'}, {u'goal_own_goal': False, u'goal_mach_id': u'5328', u'goal_match_minute': u'89', u'goal_comment': u'Vorlage: Carlos Eduardo', u'goal_getter_name': u'Obasi', u'goal_overtime': False, u'goal_id': u'1135', u'goal_getter_id': u'117', u'goal_penalty': False, u'goal_score_team2': u'3', u'goal_score_team1': u'2'}, {u'goal_own_goal': False, u'goal_mach_id': u'5328', u'goal_match_minute': u'90', u'goal_comment': u'Nachspielzeit, Vorlage: Vukcevic', u'goal_getter_name': u'Ba', u'goal_overtime': False, u'goal_id': u'1136', u'goal_getter_id': u'515', u'goal_penalty': False, u'goal_score_team2': u'4', u'goal_score_team1': u'2'}]}",240,6. Spieltag,6,http://www.openligadb.de/images/teamicons/Bor_Moenchengladbach.gif,http://www.openligadb.de/images/teamicons/TSG_Hoffenheim.gif,87,123,2009-09-20T20:09:23+00:00,71,1. Fussball-Bundesliga 2009/2010,2009,bl1,"{u'location_city': u'M\xf6nchengladbach', u'location_stadium': u'Borussia Park', u'location_id': u'32'}",2009-09-19T15:30:00+00:00,2009-09-19T13:30:00+00:00,5328,True,"{u'match_result': [{u'points_team1': u'2', u'points_team2': u'4', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Endergebnis', u'result_order_id': u'1'}, {u'points_team1': u'2', u'points_team2': u'1', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Halbzeitergebnis', u'result_order_id': u'2'}]}",Borussia Mönchengladbach,TSG 1899 Hoffenheim,46511.0,2,4,W. Europe Standard Time
"{u'goal': [{u'goal_own_goal': False, u'goal_mach_id': u'5326', u'goal_match_minute': u'8', u'goal_comment': None, u'goal_getter_name': u'Ze Roberto', u'goal_overtime': False, u'goal_id': u'1244', u'goal_getter_id': u'42', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'0'}, {u'goal_own_goal': False, u'goal_mach_id': u'5326', u'goal_match_minute': u'32', u'goal_comment': None, u'goal_getter_name': u'Russ', u'goal_overtime': False, u'goal_id': u'1245', u'goal_getter_id': u'721', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'1'}]}",240,6. Spieltag,6,http://www.openligadb.de/images/teamicons/Eintracht_Frankfurt.gif,http://www.openligadb.de/images/teamicons/Hamburger_SV.gif,91,100,2009-09-20T19:19:04+00:00,71,1. Fussball-Bundesliga 2009/2010,2009,bl1,"{u'location_city': u'Frankfurt', u'location_stadium': u'Commerzbank Arena', u'location_id': u'30'}",2009-09-20T15:30:00+00:00,2009-09-20T13:30:00+00:00,5326,True,"{u'match_result': [{u'points_team1': u'1', u'points_team2': u'1', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Endergebnis', u'result_order_id': u'1'}, {u'points_team1': u'1', u'points_team2': u'1', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Halbzeitergebnis', u'result_order_id': u'2'}]}",Eintracht Frankfurt,Hamburger SV,51500.0,1,1,W. Europe Standard Time
"{u'goal': [{u'goal_own_goal': False, u'goal_mach_id': u'5322', u'goal_match_minute': u'6', u'goal_comment': None, u'goal_getter_name': u'Banovic', u'goal_overtime': False, u'goal_id': u'1249', u'goal_getter_id': u'717', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'0'}, {u'goal_own_goal': False, u'goal_mach_id': u'5322', u'goal_match_minute': u'12', u'goal_comment': None, u'goal_getter_name': u'Makiadi', u'goal_overtime': False, u'goal_id': u'1250', u'goal_getter_id': u'718', u'goal_penalty': False, u'goal_score_team2': u'2', u'goal_score_team1': u'0'}, {u'goal_own_goal': False, u'goal_mach_id': u'5322', u'goal_match_minute': u'42', u'goal_comment': None, u'goal_getter_name': u'Idrissou', u'goal_overtime': False, u'goal_id': u'1251', u'goal_getter_id': u'227', u'goal_penalty': False, u'goal_score_team2': u'3', u'goal_score_team1': u'0'}, {u'goal_own_goal': False, u'goal_mach_id': u'5322', u'goal_match_minute': u'68', u'goal_comment': None, u'goal_getter_name': u'Banovic', u'goal_overtime': False, u'goal_id': u'1252', u'goal_getter_id': u'717', u'goal_penalty': False, u'goal_score_team2': u'4', u'goal_score_team1': u'0'}]}",240,6. Spieltag,6,http://www.openligadb.de/images/teamicons/Hertha_BSC.gif,http://www.openligadb.de/images/teamicons/SC_Freiburg.gif,54,112,2009-09-20T19:59:54+00:00,71,1. Fussball-Bundesliga 2009/2010,2009,bl1,"{u'location_city': u'Berlin', u'location_stadium': u'Olympiastadion', u'location_id': u'22'}",2009-09-20T17:30:00+00:00,2009-09-20T15:30:00+00:00,5322,True,"{u'match_result': [{u'points_team1': u'0', u'points_team2': u'4', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Endergebnis', u'result_order_id': u'1'}, {u'points_team1': u'0', u'points_team2': u'3', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Halbzeitergebnis', u'result_order_id': u'2'}]}",Hertha BSC,SC Freiburg,38176.0,0,4,W. Europe Standard Time
,240,6. Spieltag,6,http://www.openligadb.de/images/teamicons/Bayer_Leverkusen.gif,http://www.openligadb.de/images/teamicons/werder_bremen.gif,6,134,2009-09-20T19:59:18+00:00,71,1. Fussball-Bundesliga 2009/2010,2009,bl1,"{u'location_city': u'Leverkusen', u'location_stadium': u'BayArena', u'location_id': u'28'}",2009-09-20T17:30:00+00:00,2009-09-20T15:30:00+00:00,5324,True,"{u'match_result': [{u'points_team1': u'0', u'points_team2': u'0', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Endergebnis', u'result_order_id': u'1'}, {u'points_team1': u'0', u'points_team2': u'0', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Halbzeitergebnis', u'result_order_id': u'2'}]}",Bayer 04 Leverkusen,Werder Bremen,30210.0,0,0,W. Europe Standard Time
"{u'goal': {u'goal_own_goal': False, u'goal_mach_id': u'5337', u'goal_match_minute': u'7', u'goal_comment': None, u'goal_getter_name': u'Klimowicz', u'goal_overtime': False, u'goal_id': u'1430', u'goal_getter_id': u'373', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'0'}}",241,7. Spieltag,7,http://www.openligadb.de/images/teamicons/1_FC_Nuernberg.gif,http://www.openligadb.de/images/teamicons/VfL_Bochum.gif,79,129,2009-10-03T20:23:33+00:00,71,1. Fussball-Bundesliga 2009/2010,2009,bl1,"{u'location_city': u'N\xfcrnberg', u'location_stadium': u'easyCredit Stadion', u'location_id': u'21'}",2009-09-25T20:30:00+00:00,2009-09-25T18:30:00+00:00,5337,True,"{u'match_result': [{u'points_team1': u'0', u'points_team2': u'1', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Endergebnis', u'result_order_id': u'1'}, {u'points_team1': u'0', u'points_team2': u'1', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Halbzeitergebnis', u'result_order_id': u'2'}]}",1. FC Nürnberg,VfL Bochum,35376.0,0,1,W. Europe Standard Time
"{u'goal': [{u'goal_own_goal': False, u'goal_mach_id': u'5329', u'goal_match_minute': u'8', u'goal_comment': None, u'goal_getter_name': u'Misimovic', u'goal_overtime': False, u'goal_id': u'1691', u'goal_getter_id': u'73', u'goal_penalty': False, u'goal_score_team2': u'0', u'goal_score_team1': u'1'}, {u'goal_own_goal': False, u'goal_mach_id': u'5329', u'goal_match_minute': u'28', u'goal_comment': None, u'goal_getter_name': u'Balitsch', u'goal_overtime': False, u'goal_id': u'1692', u'goal_getter_id': u'872', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'1'}, {u'goal_own_goal': False, u'goal_mach_id': u'5329', u'goal_match_minute': u'45', u'goal_comment': None, u'goal_getter_name': u'Gentner', u'goal_overtime': False, u'goal_id': u'1693', u'goal_getter_id': u'873', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'2'}, {u'goal_own_goal': False, u'goal_mach_id': u'5329', u'goal_match_minute': u'48', u'goal_comment': None, u'goal_getter_name': u'Hasebe', u'goal_overtime': False, u'goal_id': u'1694', u'goal_getter_id': u'874', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'3'}, {u'goal_own_goal': True, u'goal_mach_id': u'5329', u'goal_match_minute': u'50', u'goal_comment': None, u'goal_getter_name': u'Madlung', u'goal_overtime': False, u'goal_id': u'1695', u'goal_getter_id': u'875', u'goal_penalty': False, u'goal_score_team2': u'2', u'goal_score_team1': u'3'}, {u'goal_own_goal': False, u'goal_mach_id': u'5329', u'goal_match_minute': u'62', u'goal_comment': None, u'goal_getter_name': u'Dzeko', u'goal_overtime': False, u'goal_id': u'1696', u'goal_getter_id': u'74', u'goal_penalty': False, u'goal_score_team2': u'2', u'goal_score_team1': u'4'}]}",241,7. Spieltag,7,http://www.openligadb.de/images/teamicons/VfL_Wolfsburg.gif,http://www.openligadb.de/images/teamicons/Hannover_96.gif,131,55,2009-10-05T14:46:45+00:00,71,1. Fussball-Bundesliga 2009/2010,2009,bl1,"{u'location_city': u'Wolfsburg', u'location_stadium': u'Volkswagen Arena ', u'location_id': u'20'}",2009-09-26T15:30:00+00:00,2009-09-26T13:30:00+00:00,5329,True,"{u'match_result': [{u'points_team1': u'4', u'points_team2': u'2', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Endergebnis', u'result_order_id': u'1'}, {u'points_team1': u'2', u'points_team2': u'1', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Halbzeitergebnis', u'result_order_id': u'2'}]}",VfL Wolfsburg,Hannover 96,30000.0,4,2,W. Europe Standard Time
"{u'goal': {u'goal_own_goal': False, u'goal_mach_id': u'5331', u'goal_match_minute': u'31', u'goal_comment': None, u'goal_getter_name': u'Farfan', u'goal_overtime': False, u'goal_id': u'1578', u'goal_getter_id': u'256', u'goal_penalty': False, u'goal_score_team2': u'1', u'goal_score_team1': u'0'}}",241,7. Spieltag,7,http://www.openligadb.de/images/teamicons/Borussia_Dortmund.gif,http://www.openligadb.de/images/teamicons/FC_Schalke_04.gif,7,9,2009-10-01T21:01:06+00:00,71,1. Fussball-Bundesliga 2009/2010,2009,bl1,"{u'location_city': u'Dortmund', u'location_stadium': u'Signal Iduna Park', u'location_id': u'35'}",2009-09-26T15:30:00+00:00,2009-09-26T13:30:00+00:00,5331,True,"{u'match_result': [{u'points_team1': u'0', u'points_team2': u'1', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Endergebnis', u'result_order_id': u'1'}, {u'points_team1': u'0', u'points_team2': u'1', u'result_type_name': u'undefined', u'result_type_id': u'-1', u'result_name': u'Halbzeitergebnis', u'result_order_id': u'2'}]}",Borussia Dortmund,FC Schalke 04,80552.0,0,1,W. Europe Standard Time
